	image_paths	species
13553	dataset/cropped/Picea pungens/13552.jpg	Picea pungens
13554	dataset/cropped/Picea pungens/13553.jpg	Picea pungens
13555	dataset/cropped/Picea pungens/13554.jpg	Picea pungens
13556	dataset/cropped/Picea pungens/13555.jpg	Picea pungens
13557	dataset/cropped/Picea pungens/13556.jpg	Picea pungens
13558	dataset/cropped/Picea pungens/13557.jpg	Picea pungens
13559	dataset/cropped/Picea pungens/13558.jpg	Picea pungens
13560	dataset/cropped/Picea pungens/13559.jpg	Picea pungens
13561	dataset/cropped/Picea pungens/13560.jpg	Picea pungens
13562	dataset/cropped/Picea pungens/13561.jpg	Picea pungens
13563	dataset/cropped/Picea pungens/13562.jpg	Picea pungens
13564	dataset/cropped/Picea pungens/13563.jpg	Picea pungens
13565	dataset/cropped/Picea pungens/13564.jpg	Picea pungens
13566	dataset/cropped/Picea pungens/13565.jpg	Picea pungens
13567	dataset/cropped/Picea pungens/13566.jpg	Picea pungens
13568	dataset/cropped/Picea pungens/13567.jpg	Picea pungens
13569	dataset/cropped/Picea pungens/13568.jpg	Picea pungens
13570	dataset/cropped/Picea pungens/13569.jpg	Picea pungens
13571	dataset/cropped/Picea pungens/13570.jpg	Picea pungens
13572	dataset/cropped/Picea pungens/13571.jpg	Picea pungens
13573	dataset/cropped/Picea pungens/13572.jpg	Picea pungens
13574	dataset/cropped/Picea pungens/13573.jpg	Picea pungens
13575	dataset/cropped/Picea pungens/13574.jpg	Picea pungens
13576	dataset/cropped/Picea pungens/13575.jpg	Picea pungens
13577	dataset/cropped/Picea pungens/13576.jpg	Picea pungens
13578	dataset/cropped/Picea pungens/13577.jpg	Picea pungens
13579	dataset/cropped/Picea pungens/13578.jpg	Picea pungens
13580	dataset/cropped/Picea pungens/13579.jpg	Picea pungens
13581	dataset/cropped/Picea pungens/13580.jpg	Picea pungens
13582	dataset/cropped/Picea pungens/13581.jpg	Picea pungens
13583	dataset/cropped/Picea pungens/13582.jpg	Picea pungens
13584	dataset/cropped/Picea pungens/13583.jpg	Picea pungens
13585	dataset/cropped/Picea pungens/13584.jpg	Picea pungens
13586	dataset/cropped/Picea pungens/13585.jpg	Picea pungens
13587	dataset/cropped/Picea pungens/13586.jpg	Picea pungens
13588	dataset/cropped/Picea pungens/13587.jpg	Picea pungens
13589	dataset/cropped/Picea pungens/13588.jpg	Picea pungens
13590	dataset/cropped/Picea pungens/13589.jpg	Picea pungens
13591	dataset/cropped/Picea pungens/13590.jpg	Picea pungens
13592	dataset/cropped/Picea pungens/13591.jpg	Picea pungens
13593	dataset/cropped/Picea pungens/13592.jpg	Picea pungens
13594	dataset/cropped/Picea pungens/13593.jpg	Picea pungens
13595	dataset/cropped/Picea pungens/13594.jpg	Picea pungens
13596	dataset/cropped/Picea pungens/13595.jpg	Picea pungens
13597	dataset/cropped/Picea pungens/13596.jpg	Picea pungens
13598	dataset/cropped/Picea pungens/13597.jpg	Picea pungens
13599	dataset/cropped/Picea pungens/13598.jpg	Picea pungens
13600	dataset/cropped/Picea pungens/13599.jpg	Picea pungens
13601	dataset/cropped/Picea pungens/13600.jpg	Picea pungens
13602	dataset/cropped/Picea pungens/13601.jpg	Picea pungens
13603	dataset/cropped/Picea pungens/13602.jpg	Picea pungens
13604	dataset/cropped/Picea pungens/13603.jpg	Picea pungens
13605	dataset/cropped/Picea pungens/13604.jpg	Picea pungens
13606	dataset/cropped/Picea pungens/13605.jpg	Picea pungens
13607	dataset/cropped/Picea pungens/13606.jpg	Picea pungens
13608	dataset/cropped/Picea pungens/13607.jpg	Picea pungens
13609	dataset/cropped/Picea pungens/13608.jpg	Picea pungens
13610	dataset/cropped/Picea pungens/13609.jpg	Picea pungens
13611	dataset/cropped/Picea pungens/13610.jpg	Picea pungens
13612	dataset/cropped/Picea pungens/13611.jpg	Picea pungens
13613	dataset/cropped/Picea pungens/13612.jpg	Picea pungens
13614	dataset/cropped/Picea pungens/13613.jpg	Picea pungens
13615	dataset/cropped/Picea pungens/13614.jpg	Picea pungens
13616	dataset/cropped/Picea pungens/13615.jpg	Picea pungens
13617	dataset/cropped/Picea pungens/13616.jpg	Picea pungens
13618	dataset/cropped/Picea pungens/13617.jpg	Picea pungens
13619	dataset/cropped/Picea pungens/13618.jpg	Picea pungens
13620	dataset/cropped/Picea pungens/13619.jpg	Picea pungens
13621	dataset/cropped/Picea pungens/13620.jpg	Picea pungens
13622	dataset/cropped/Picea pungens/13621.jpg	Picea pungens
13623	dataset/cropped/Picea pungens/13622.jpg	Picea pungens
13624	dataset/cropped/Picea pungens/13623.jpg	Picea pungens
13625	dataset/cropped/Picea pungens/13624.jpg	Picea pungens
13626	dataset/cropped/Picea pungens/13625.jpg	Picea pungens
13627	dataset/cropped/Picea pungens/13626.jpg	Picea pungens
13628	dataset/cropped/Picea pungens/13627.jpg	Picea pungens
13629	dataset/cropped/Picea pungens/13628.jpg	Picea pungens
13630	dataset/cropped/Picea pungens/13629.jpg	Picea pungens
13631	dataset/cropped/Picea pungens/13630.jpg	Picea pungens
13632	dataset/cropped/Picea pungens/13631.jpg	Picea pungens
13633	dataset/cropped/Picea pungens/13632.jpg	Picea pungens
13634	dataset/cropped/Picea pungens/13633.jpg	Picea pungens
13635	dataset/cropped/Picea pungens/13634.jpg	Picea pungens
13636	dataset/cropped/Picea pungens/13635.jpg	Picea pungens
13637	dataset/cropped/Picea pungens/13636.jpg	Picea pungens
13638	dataset/cropped/Pinus bungeana/13637.jpg	Pinus bungeana
13639	dataset/cropped/Pinus bungeana/13638.jpg	Pinus bungeana
13640	dataset/cropped/Pinus bungeana/13639.jpg	Pinus bungeana
13641	dataset/cropped/Pinus bungeana/13640.jpg	Pinus bungeana
13642	dataset/cropped/Pinus bungeana/13641.jpg	Pinus bungeana
13643	dataset/cropped/Pinus bungeana/13642.jpg	Pinus bungeana
13644	dataset/cropped/Pinus bungeana/13643.jpg	Pinus bungeana
13645	dataset/cropped/Pinus bungeana/13644.jpg	Pinus bungeana
13646	dataset/cropped/Pinus bungeana/13645.jpg	Pinus bungeana
13647	dataset/cropped/Pinus bungeana/13646.jpg	Pinus bungeana
13648	dataset/cropped/Pinus bungeana/13647.jpg	Pinus bungeana
13649	dataset/cropped/Pinus bungeana/13648.jpg	Pinus bungeana
13650	dataset/cropped/Pinus bungeana/13649.jpg	Pinus bungeana
13651	dataset/cropped/Pinus bungeana/13650.jpg	Pinus bungeana
13652	dataset/cropped/Pinus bungeana/13651.jpg	Pinus bungeana
13653	dataset/cropped/Pinus bungeana/13652.jpg	Pinus bungeana
13654	dataset/cropped/Pinus bungeana/13653.jpg	Pinus bungeana
13655	dataset/cropped/Pinus bungeana/13654.jpg	Pinus bungeana
13656	dataset/cropped/Pinus bungeana/13655.jpg	Pinus bungeana
13657	dataset/cropped/Pinus bungeana/13656.jpg	Pinus bungeana
13658	dataset/cropped/Pinus bungeana/13657.jpg	Pinus bungeana
13659	dataset/cropped/Pinus bungeana/13658.jpg	Pinus bungeana
13660	dataset/cropped/Pinus bungeana/13659.jpg	Pinus bungeana
13661	dataset/cropped/Pinus bungeana/13660.jpg	Pinus bungeana
13662	dataset/cropped/Pinus bungeana/13661.jpg	Pinus bungeana
13663	dataset/cropped/Pinus bungeana/13662.jpg	Pinus bungeana
13664	dataset/cropped/Pinus bungeana/13663.jpg	Pinus bungeana
13665	dataset/cropped/Pinus bungeana/13664.jpg	Pinus bungeana
13666	dataset/cropped/Pinus bungeana/13665.jpg	Pinus bungeana
13667	dataset/cropped/Pinus bungeana/13666.jpg	Pinus bungeana
13668	dataset/cropped/Pinus bungeana/13667.jpg	Pinus bungeana
13669	dataset/cropped/Pinus bungeana/13668.jpg	Pinus bungeana
13670	dataset/cropped/Pinus bungeana/13669.jpg	Pinus bungeana
13671	dataset/cropped/Pinus bungeana/13670.jpg	Pinus bungeana
13672	dataset/cropped/Pinus bungeana/13671.jpg	Pinus bungeana
13673	dataset/cropped/Pinus bungeana/13672.jpg	Pinus bungeana
13674	dataset/cropped/Pinus bungeana/13673.jpg	Pinus bungeana
13675	dataset/cropped/Pinus bungeana/13674.jpg	Pinus bungeana
13676	dataset/cropped/Pinus bungeana/13675.jpg	Pinus bungeana
13677	dataset/cropped/Pinus bungeana/13676.jpg	Pinus bungeana
13678	dataset/cropped/Pinus bungeana/13677.jpg	Pinus bungeana
13679	dataset/cropped/Pinus bungeana/13678.jpg	Pinus bungeana
13680	dataset/cropped/Pinus bungeana/13679.jpg	Pinus bungeana
13681	dataset/cropped/Pinus bungeana/13680.jpg	Pinus bungeana
13682	dataset/cropped/Pinus bungeana/13681.jpg	Pinus bungeana
13683	dataset/cropped/Pinus bungeana/13682.jpg	Pinus bungeana
13684	dataset/cropped/Pinus bungeana/13683.jpg	Pinus bungeana
13685	dataset/cropped/Pinus bungeana/13684.jpg	Pinus bungeana
13686	dataset/cropped/Pinus bungeana/13685.jpg	Pinus bungeana
13687	dataset/cropped/Pinus bungeana/13686.jpg	Pinus bungeana
13688	dataset/cropped/Pinus bungeana/13687.jpg	Pinus bungeana
13689	dataset/cropped/Pinus bungeana/13688.jpg	Pinus bungeana
13690	dataset/cropped/Pinus bungeana/13689.jpg	Pinus bungeana
13691	dataset/cropped/Pinus bungeana/13690.jpg	Pinus bungeana
13692	dataset/cropped/Pinus bungeana/13691.jpg	Pinus bungeana
13693	dataset/cropped/Pinus bungeana/13692.jpg	Pinus bungeana
13694	dataset/cropped/Pinus bungeana/13693.jpg	Pinus bungeana
13695	dataset/cropped/Pinus bungeana/13694.jpg	Pinus bungeana
13696	dataset/cropped/Pinus bungeana/13695.jpg	Pinus bungeana
13697	dataset/cropped/Pinus bungeana/13696.jpg	Pinus bungeana
13698	dataset/cropped/Pinus bungeana/13697.jpg	Pinus bungeana
13699	dataset/cropped/Pinus bungeana/13698.jpg	Pinus bungeana
13700	dataset/cropped/Pinus bungeana/13699.jpg	Pinus bungeana
13701	dataset/cropped/Pinus bungeana/13700.jpg	Pinus bungeana
13702	dataset/cropped/Pinus bungeana/13701.jpg	Pinus bungeana
13703	dataset/cropped/Pinus bungeana/13702.jpg	Pinus bungeana
13704	dataset/cropped/Pinus bungeana/13703.jpg	Pinus bungeana
13705	dataset/cropped/Pinus bungeana/13704.jpg	Pinus bungeana
13706	dataset/cropped/Pinus bungeana/13705.jpg	Pinus bungeana
13707	dataset/cropped/Pinus bungeana/13706.jpg	Pinus bungeana
13708	dataset/cropped/Pinus bungeana/13707.jpg	Pinus bungeana
13709	dataset/cropped/Pinus bungeana/13708.jpg	Pinus bungeana
13710	dataset/cropped/Pinus bungeana/13709.jpg	Pinus bungeana
13711	dataset/cropped/Pinus bungeana/13710.jpg	Pinus bungeana
13712	dataset/cropped/Pinus bungeana/13711.jpg	Pinus bungeana
13713	dataset/cropped/Pinus bungeana/13712.jpg	Pinus bungeana
13714	dataset/cropped/Pinus bungeana/13713.jpg	Pinus bungeana
13715	dataset/cropped/Pinus bungeana/13714.jpg	Pinus bungeana
13716	dataset/cropped/Pinus bungeana/13715.jpg	Pinus bungeana
13717	dataset/cropped/Pinus bungeana/13716.jpg	Pinus bungeana
13718	dataset/cropped/Pinus bungeana/13717.jpg	Pinus bungeana
13719	dataset/cropped/Pinus bungeana/13718.jpg	Pinus bungeana
13720	dataset/cropped/Pinus bungeana/13719.jpg	Pinus bungeana
13721	dataset/cropped/Pinus bungeana/13720.jpg	Pinus bungeana
13722	dataset/cropped/Pinus bungeana/13721.jpg	Pinus bungeana
13723	dataset/cropped/Pinus bungeana/13722.jpg	Pinus bungeana
13724	dataset/cropped/Pinus bungeana/13723.jpg	Pinus bungeana
13725	dataset/cropped/Pinus bungeana/13724.jpg	Pinus bungeana
13726	dataset/cropped/Pinus bungeana/13725.jpg	Pinus bungeana
13727	dataset/cropped/Pinus bungeana/13726.jpg	Pinus bungeana
13728	dataset/cropped/Pinus bungeana/13727.jpg	Pinus bungeana
13729	dataset/cropped/Pinus bungeana/13728.jpg	Pinus bungeana
13730	dataset/cropped/Pinus bungeana/13729.jpg	Pinus bungeana
13731	dataset/cropped/Pinus bungeana/13730.jpg	Pinus bungeana
13732	dataset/cropped/Pinus bungeana/13731.jpg	Pinus bungeana
13733	dataset/cropped/Pinus bungeana/13732.jpg	Pinus bungeana
13734	dataset/cropped/Pinus bungeana/13733.jpg	Pinus bungeana
13735	dataset/cropped/Pinus bungeana/13734.jpg	Pinus bungeana
13736	dataset/cropped/Pinus bungeana/13735.jpg	Pinus bungeana
13737	dataset/cropped/Pinus bungeana/13736.jpg	Pinus bungeana
13738	dataset/cropped/Pinus bungeana/13737.jpg	Pinus bungeana
13739	dataset/cropped/Pinus bungeana/13738.jpg	Pinus bungeana
13740	dataset/cropped/Pinus bungeana/13739.jpg	Pinus bungeana
13741	dataset/cropped/Pinus bungeana/13740.jpg	Pinus bungeana
13742	dataset/cropped/Pinus bungeana/13741.jpg	Pinus bungeana
13743	dataset/cropped/Pinus bungeana/13742.jpg	Pinus bungeana
13744	dataset/cropped/Pinus bungeana/13743.jpg	Pinus bungeana
13745	dataset/cropped/Pinus bungeana/13744.jpg	Pinus bungeana
13746	dataset/cropped/Pinus bungeana/13745.jpg	Pinus bungeana
13747	dataset/cropped/Pinus bungeana/13746.jpg	Pinus bungeana
13748	dataset/cropped/Pinus bungeana/13747.jpg	Pinus bungeana
13749	dataset/cropped/Pinus bungeana/13748.jpg	Pinus bungeana
13750	dataset/cropped/Pinus bungeana/13749.jpg	Pinus bungeana
13751	dataset/cropped/Pinus bungeana/13750.jpg	Pinus bungeana
13752	dataset/cropped/Pinus bungeana/13751.jpg	Pinus bungeana
13753	dataset/cropped/Pinus bungeana/13752.jpg	Pinus bungeana
13754	dataset/cropped/Pinus bungeana/13753.jpg	Pinus bungeana
13755	dataset/cropped/Pinus bungeana/13754.jpg	Pinus bungeana
13756	dataset/cropped/Pinus bungeana/13755.jpg	Pinus bungeana
13757	dataset/cropped/Pinus bungeana/13756.jpg	Pinus bungeana
13758	dataset/cropped/Pinus bungeana/13757.jpg	Pinus bungeana
13759	dataset/cropped/Pinus bungeana/13758.jpg	Pinus bungeana
13760	dataset/cropped/Pinus bungeana/13759.jpg	Pinus bungeana
13761	dataset/cropped/Pinus bungeana/13760.jpg	Pinus bungeana
13762	dataset/cropped/Pinus bungeana/13761.jpg	Pinus bungeana
13763	dataset/cropped/Pinus bungeana/13762.jpg	Pinus bungeana
13764	dataset/cropped/Pinus bungeana/13763.jpg	Pinus bungeana
13765	dataset/cropped/Pinus bungeana/13764.jpg	Pinus bungeana
13766	dataset/cropped/Pinus bungeana/13765.jpg	Pinus bungeana
13767	dataset/cropped/Pinus bungeana/13766.jpg	Pinus bungeana
13768	dataset/cropped/Pinus bungeana/13767.jpg	Pinus bungeana
13769	dataset/cropped/Pinus bungeana/13768.jpg	Pinus bungeana
13770	dataset/cropped/Pinus bungeana/13769.jpg	Pinus bungeana
13771	dataset/cropped/Pinus bungeana/13770.jpg	Pinus bungeana
13772	dataset/cropped/Pinus bungeana/13771.jpg	Pinus bungeana
13773	dataset/cropped/Pinus bungeana/13772.jpg	Pinus bungeana
13774	dataset/cropped/Pinus bungeana/13773.jpg	Pinus bungeana
13775	dataset/cropped/Pinus bungeana/13774.jpg	Pinus bungeana
13776	dataset/cropped/Pinus bungeana/13775.jpg	Pinus bungeana
13777	dataset/cropped/Pinus bungeana/13776.jpg	Pinus bungeana
13778	dataset/cropped/Pinus bungeana/13777.jpg	Pinus bungeana
13779	dataset/cropped/Pinus bungeana/13778.jpg	Pinus bungeana
13780	dataset/cropped/Pinus bungeana/13779.jpg	Pinus bungeana
13781	dataset/cropped/Pinus bungeana/13780.jpg	Pinus bungeana
13782	dataset/cropped/Pinus bungeana/13781.jpg	Pinus bungeana
13783	dataset/cropped/Pinus bungeana/13782.jpg	Pinus bungeana
13784	dataset/cropped/Pinus bungeana/13783.jpg	Pinus bungeana
13785	dataset/cropped/Pinus bungeana/13784.jpg	Pinus bungeana
13786	dataset/cropped/Pinus bungeana/13785.jpg	Pinus bungeana
13787	dataset/cropped/Pinus bungeana/13786.jpg	Pinus bungeana
13788	dataset/cropped/Pinus bungeana/13787.jpg	Pinus bungeana
13789	dataset/cropped/Pinus bungeana/13788.jpg	Pinus bungeana
13790	dataset/cropped/Pinus bungeana/13789.jpg	Pinus bungeana
13791	dataset/cropped/Pinus bungeana/13790.jpg	Pinus bungeana
13792	dataset/cropped/Pinus bungeana/13791.jpg	Pinus bungeana
13793	dataset/cropped/Pinus bungeana/13792.jpg	Pinus bungeana
13794	dataset/cropped/Pinus bungeana/13793.jpg	Pinus bungeana
13795	dataset/cropped/Pinus bungeana/13794.jpg	Pinus bungeana
13796	dataset/cropped/Pinus bungeana/13795.jpg	Pinus bungeana
13797	dataset/cropped/Pinus bungeana/13796.jpg	Pinus bungeana
13798	dataset/cropped/Pinus bungeana/13797.jpg	Pinus bungeana
13799	dataset/cropped/Pinus bungeana/13798.jpg	Pinus bungeana
13800	dataset/cropped/Pinus bungeana/13799.jpg	Pinus bungeana
13801	dataset/cropped/Pinus bungeana/13800.jpg	Pinus bungeana
13802	dataset/cropped/Pinus bungeana/13801.jpg	Pinus bungeana
13803	dataset/cropped/Pinus bungeana/13802.jpg	Pinus bungeana
13804	dataset/cropped/Pinus bungeana/13803.jpg	Pinus bungeana
13805	dataset/cropped/Pinus bungeana/13804.jpg	Pinus bungeana
13806	dataset/cropped/Pinus bungeana/13805.jpg	Pinus bungeana
13807	dataset/cropped/Pinus bungeana/13806.jpg	Pinus bungeana
13808	dataset/cropped/Pinus bungeana/13807.jpg	Pinus bungeana
13809	dataset/cropped/Pinus bungeana/13808.jpg	Pinus bungeana
13810	dataset/cropped/Pinus bungeana/13809.jpg	Pinus bungeana
13811	dataset/cropped/Pinus bungeana/13810.jpg	Pinus bungeana
13812	dataset/cropped/Pinus cembra/13811.jpg	Pinus cembra
13813	dataset/cropped/Pinus cembra/13812.jpg	Pinus cembra
13814	dataset/cropped/Pinus cembra/13813.jpg	Pinus cembra
13815	dataset/cropped/Pinus cembra/13814.jpg	Pinus cembra
13816	dataset/cropped/Pinus cembra/13815.jpg	Pinus cembra
13817	dataset/cropped/Pinus cembra/13816.jpg	Pinus cembra
13818	dataset/cropped/Pinus cembra/13817.jpg	Pinus cembra
13819	dataset/cropped/Pinus cembra/13818.jpg	Pinus cembra
13820	dataset/cropped/Pinus cembra/13819.jpg	Pinus cembra
13821	dataset/cropped/Pinus cembra/13820.jpg	Pinus cembra
13822	dataset/cropped/Pinus cembra/13821.jpg	Pinus cembra
13823	dataset/cropped/Pinus cembra/13822.jpg	Pinus cembra
13824	dataset/cropped/Pinus cembra/13823.jpg	Pinus cembra
13825	dataset/cropped/Pinus cembra/13824.jpg	Pinus cembra
13826	dataset/cropped/Pinus cembra/13825.jpg	Pinus cembra
13827	dataset/cropped/Pinus cembra/13826.jpg	Pinus cembra
13828	dataset/cropped/Pinus cembra/13827.jpg	Pinus cembra
13829	dataset/cropped/Pinus cembra/13828.jpg	Pinus cembra
13830	dataset/cropped/Pinus cembra/13829.jpg	Pinus cembra
13831	dataset/cropped/Pinus cembra/13830.jpg	Pinus cembra
13832	dataset/cropped/Pinus cembra/13831.jpg	Pinus cembra
13833	dataset/cropped/Pinus cembra/13832.jpg	Pinus cembra
13834	dataset/cropped/Pinus cembra/13833.jpg	Pinus cembra
13835	dataset/cropped/Pinus cembra/13834.jpg	Pinus cembra
13836	dataset/cropped/Pinus cembra/13835.jpg	Pinus cembra
13837	dataset/cropped/Pinus cembra/13836.jpg	Pinus cembra
13838	dataset/cropped/Pinus cembra/13837.jpg	Pinus cembra
13839	dataset/cropped/Pinus cembra/13838.jpg	Pinus cembra
13840	dataset/cropped/Pinus cembra/13839.jpg	Pinus cembra
13841	dataset/cropped/Pinus cembra/13840.jpg	Pinus cembra
13842	dataset/cropped/Pinus cembra/13841.jpg	Pinus cembra
13843	dataset/cropped/Pinus cembra/13842.jpg	Pinus cembra
13844	dataset/cropped/Pinus cembra/13843.jpg	Pinus cembra
13845	dataset/cropped/Pinus cembra/13844.jpg	Pinus cembra
13846	dataset/cropped/Pinus cembra/13845.jpg	Pinus cembra
13847	dataset/cropped/Pinus cembra/13846.jpg	Pinus cembra
13848	dataset/cropped/Pinus cembra/13847.jpg	Pinus cembra
13849	dataset/cropped/Pinus cembra/13848.jpg	Pinus cembra
13850	dataset/cropped/Pinus cembra/13849.jpg	Pinus cembra
13851	dataset/cropped/Pinus cembra/13850.jpg	Pinus cembra
13852	dataset/cropped/Pinus cembra/13851.jpg	Pinus cembra
13853	dataset/cropped/Pinus cembra/13852.jpg	Pinus cembra
13854	dataset/cropped/Pinus cembra/13853.jpg	Pinus cembra
13855	dataset/cropped/Pinus cembra/13854.jpg	Pinus cembra
13856	dataset/cropped/Pinus cembra/13855.jpg	Pinus cembra
13857	dataset/cropped/Pinus cembra/13856.jpg	Pinus cembra
13858	dataset/cropped/Pinus cembra/13857.jpg	Pinus cembra
13859	dataset/cropped/Pinus cembra/13858.jpg	Pinus cembra
13860	dataset/cropped/Pinus cembra/13859.jpg	Pinus cembra
13861	dataset/cropped/Pinus cembra/13860.jpg	Pinus cembra
13862	dataset/cropped/Pinus cembra/13861.jpg	Pinus cembra
13863	dataset/cropped/Pinus cembra/13862.jpg	Pinus cembra
13864	dataset/cropped/Pinus cembra/13863.jpg	Pinus cembra
13865	dataset/cropped/Pinus cembra/13864.jpg	Pinus cembra
13866	dataset/cropped/Pinus cembra/13865.jpg	Pinus cembra
13867	dataset/cropped/Pinus cembra/13866.jpg	Pinus cembra
13868	dataset/cropped/Pinus cembra/13867.jpg	Pinus cembra
13869	dataset/cropped/Pinus cembra/13868.jpg	Pinus cembra
13870	dataset/cropped/Pinus cembra/13869.jpg	Pinus cembra
13871	dataset/cropped/Pinus cembra/13870.jpg	Pinus cembra
13872	dataset/cropped/Pinus cembra/13871.jpg	Pinus cembra
13873	dataset/cropped/Pinus cembra/13872.jpg	Pinus cembra
13874	dataset/cropped/Pinus cembra/13873.jpg	Pinus cembra
13875	dataset/cropped/Pinus cembra/13874.jpg	Pinus cembra
13876	dataset/cropped/Pinus cembra/13875.jpg	Pinus cembra
13877	dataset/cropped/Pinus cembra/13876.jpg	Pinus cembra
13878	dataset/cropped/Pinus cembra/13877.jpg	Pinus cembra
13879	dataset/cropped/Pinus cembra/13878.jpg	Pinus cembra
13880	dataset/cropped/Pinus cembra/13879.jpg	Pinus cembra
13881	dataset/cropped/Pinus cembra/13880.jpg	Pinus cembra
13882	dataset/cropped/Pinus cembra/13881.jpg	Pinus cembra
13883	dataset/cropped/Pinus cembra/13882.jpg	Pinus cembra
13884	dataset/cropped/Pinus cembra/13883.jpg	Pinus cembra
13885	dataset/cropped/Pinus cembra/13884.jpg	Pinus cembra
13886	dataset/cropped/Pinus cembra/13885.jpg	Pinus cembra
13887	dataset/cropped/Pinus cembra/13886.jpg	Pinus cembra
13888	dataset/cropped/Pinus cembra/13887.jpg	Pinus cembra
13889	dataset/cropped/Pinus cembra/13888.jpg	Pinus cembra
13890	dataset/cropped/Pinus cembra/13889.jpg	Pinus cembra
13891	dataset/cropped/Pinus cembra/13890.jpg	Pinus cembra
13892	dataset/cropped/Pinus cembra/13891.jpg	Pinus cembra
13893	dataset/cropped/Pinus cembra/13892.jpg	Pinus cembra
13894	dataset/cropped/Pinus cembra/13893.jpg	Pinus cembra
13895	dataset/cropped/Pinus cembra/13894.jpg	Pinus cembra
13896	dataset/cropped/Pinus cembra/13895.jpg	Pinus cembra
13897	dataset/cropped/Pinus cembra/13896.jpg	Pinus cembra
13898	dataset/cropped/Pinus cembra/13897.jpg	Pinus cembra
13899	dataset/cropped/Pinus cembra/13898.jpg	Pinus cembra
13900	dataset/cropped/Pinus cembra/13899.jpg	Pinus cembra
13901	dataset/cropped/Pinus cembra/13900.jpg	Pinus cembra
13902	dataset/cropped/Pinus cembra/13901.jpg	Pinus cembra
13903	dataset/cropped/Pinus cembra/13902.jpg	Pinus cembra
13904	dataset/cropped/Pinus cembra/13903.jpg	Pinus cembra
13905	dataset/cropped/Pinus cembra/13904.jpg	Pinus cembra
13906	dataset/cropped/Pinus cembra/13905.jpg	Pinus cembra
13907	dataset/cropped/Pinus cembra/13906.jpg	Pinus cembra
13908	dataset/cropped/Pinus cembra/13907.jpg	Pinus cembra
13909	dataset/cropped/Pinus cembra/13908.jpg	Pinus cembra
13910	dataset/cropped/Pinus cembra/13909.jpg	Pinus cembra
13911	dataset/cropped/Pinus cembra/13910.jpg	Pinus cembra
13912	dataset/cropped/Pinus cembra/13911.jpg	Pinus cembra
13913	dataset/cropped/Pinus cembra/13912.jpg	Pinus cembra
13914	dataset/cropped/Pinus cembra/13913.jpg	Pinus cembra
13915	dataset/cropped/Pinus cembra/13914.jpg	Pinus cembra
13916	dataset/cropped/Pinus cembra/13915.jpg	Pinus cembra
13917	dataset/cropped/Pinus cembra/13916.jpg	Pinus cembra
13918	dataset/cropped/Pinus cembra/13917.jpg	Pinus cembra
13919	dataset/cropped/Pinus cembra/13918.jpg	Pinus cembra
13920	dataset/cropped/Pinus cembra/13919.jpg	Pinus cembra
13921	dataset/cropped/Pinus cembra/13920.jpg	Pinus cembra
13922	dataset/cropped/Pinus cembra/13921.jpg	Pinus cembra
13923	dataset/cropped/Pinus cembra/13922.jpg	Pinus cembra
13924	dataset/cropped/Pinus cembra/13923.jpg	Pinus cembra
13925	dataset/cropped/Pinus cembra/13924.jpg	Pinus cembra
13926	dataset/cropped/Pinus cembra/13925.jpg	Pinus cembra
13927	dataset/cropped/Pinus cembra/13926.jpg	Pinus cembra
13928	dataset/cropped/Pinus cembra/13927.jpg	Pinus cembra
13929	dataset/cropped/Pinus cembra/13928.jpg	Pinus cembra
13930	dataset/cropped/Pinus cembra/13929.jpg	Pinus cembra
13931	dataset/cropped/Pinus cembra/13930.jpg	Pinus cembra
13932	dataset/cropped/Pinus cembra/13931.jpg	Pinus cembra
13933	dataset/cropped/Pinus cembra/13932.jpg	Pinus cembra
13934	dataset/cropped/Pinus cembra/13933.jpg	Pinus cembra
13935	dataset/cropped/Pinus cembra/13934.jpg	Pinus cembra
13936	dataset/cropped/Pinus cembra/13935.jpg	Pinus cembra
13937	dataset/cropped/Pinus cembra/13936.jpg	Pinus cembra
13938	dataset/cropped/Pinus cembra/13937.jpg	Pinus cembra
13939	dataset/cropped/Pinus cembra/13938.jpg	Pinus cembra
13940	dataset/cropped/Pinus cembra/13939.jpg	Pinus cembra
13941	dataset/cropped/Pinus cembra/13940.jpg	Pinus cembra
13942	dataset/cropped/Pinus cembra/13941.jpg	Pinus cembra
13943	dataset/cropped/Pinus cembra/13942.jpg	Pinus cembra
13944	dataset/cropped/Pinus cembra/13943.jpg	Pinus cembra
13945	dataset/cropped/Pinus cembra/13944.jpg	Pinus cembra
13946	dataset/cropped/Pinus cembra/13945.jpg	Pinus cembra
13947	dataset/cropped/Pinus cembra/13946.jpg	Pinus cembra
13948	dataset/cropped/Pinus cembra/13947.jpg	Pinus cembra
13949	dataset/cropped/Pinus cembra/13948.jpg	Pinus cembra
13950	dataset/cropped/Pinus cembra/13949.jpg	Pinus cembra
13951	dataset/cropped/Pinus cembra/13950.jpg	Pinus cembra
13952	dataset/cropped/Pinus cembra/13951.jpg	Pinus cembra
13953	dataset/cropped/Pinus cembra/13952.jpg	Pinus cembra
13954	dataset/cropped/Pinus cembra/13953.jpg	Pinus cembra
13955	dataset/cropped/Pinus cembra/13954.jpg	Pinus cembra
13956	dataset/cropped/Pinus cembra/13955.jpg	Pinus cembra
13957	dataset/cropped/Pinus cembra/13956.jpg	Pinus cembra
13958	dataset/cropped/Pinus cembra/13957.jpg	Pinus cembra
